Label,Alpha,Beta,Gamma,Delta,Theta,Date
2,6.6831536,2.9370499,1.2107122,-0.5118545,8.791038,39:35.3
2,6.2262793,2.2135506,1.8542839,1.0793729,8.720766,39:36.3
1,3.276648,0.7388946,-0.4098178,-0.96951616,9.632464,39:46.3
1,2.094252,0.62719554,-1.2680249,-1.4226818,8.436862,39:47.3
1,1.5259451,1.6412668,-0.6384299,-2.218574,8.404305,39:48.3
1,1.7002767,2.1440928,-1.1256337,-5.2387233,7.1648707,39:49.4
1,1.747921,1.8766353,-0.844657,-2.4894516,5.4370956,39:58.2
1,3.3058648,1.7535927,-0.5880609,-6.7142715,4.228461,39:59.3
1,3.3131607,1.4935985,-0.21543889,-6.0393634,4.2686396,40:00.2
1,2.6079857,1.4700726,0.14814223,-5.2305503,4.9419518,40:01.3
1,3.7066414,1.4877748,-0.9984178,-3.5922055,3.7007606,40:18.1
1,2.7828496,1.3066697,-0.5500521,-7.956765,3.5635214,40:19.2
1,3.1299348,1.1893996,-0.76568794,-7.796155,2.326877,40:20.1
1,2.7289114,1.5078933,-0.053867757,-7.1761346,3.112304,40:21.1
2,6.326523,3.9884043,0.7134401,2.2270646,9.284785,40:38.9
2,4.910586,3.2829654,-0.06806467,3.6279442,8.545014,40:40.0
2,5.095128,3.2220988,0.62535185,4.674119,9.485332,40:40.9
2,5.989535,3.9254909,1.0758137,4.6627007,9.924641,40:41.9
2,6.953634,3.4770985,1.5255897,4.984158,9.873582,40:42.9
2,7.313329,3.3918514,1.8108344,4.409241,10.155822,40:43.9
2,7.5559874,3.513793,1.6151661,0.6781758,8.779244,40:45.0
2,7.397766,3.277521,1.64089,2.7665854,8.754708,40:45.9
2,5.810855,3.0101132,0.85428834,2.5822945,8.631423,40:46.9
2,4.453176,2.324049,0.55549854,2.7183082,8.5287695,40:47.9
2,5.2320433,2.542489,0.44662532,3.6824276,9.417469,40:48.9
2,4.896587,2.0258477,0.9656578,3.506298,9.159073,40:49.9
2,5.8274956,2.6511815,0.25952083,4.905772,10.590659,40:50.9
2,5.726638,3.122479,0.08838792,5.076173,10.8222685,40:51.9
0,4.2107553,3.7255027,0.012610129,5.005081,10.264632,40:53.9
0,4.347021,4.009934,0.732578,3.4362705,9.466508,40:54.9
0,9.115513,3.9100509,1.7358668,2.8546824,9.216546,40:55.9
0,11.913635,4.2042136,2.4915328,-0.018042827,8.874445,40:56.9
0,12.986664,4.3845105,2.8763006,-0.34808397,9.199239,40:57.9
0,13.770024,4.7107444,2.8818069,0.031899333,8.678165,40:58.9
0,14.236166,4.0367336,2.5023756,-0.2195498,8.547277,40:59.9
0,14.206319,4.1357803,2.8811183,-1.5354798,9.0707035,41:00.9
0,13.196737,3.992494,2.4849184,-2.0047212,8.519047,41:01.9
0,11.465229,4.5623517,2.1963096,1.2653598,9.130375,41:02.9
0,11.607706,4.416461,2.448615,2.3480163,8.441319,41:03.9
0,10.980211,3.724936,2.1541955,3.67677,10.113661,41:04.9
0,11.528834,4.014505,1.930537,3.695813,9.96573,41:05.8
0,4.6846156,1.3198258,0.23915023,1.5391175,9.300053,41:35.7
0,6.212811,1.950242,0.52283615,1.0257554,9.140023,41:36.8
0,10.1976795,2.806126,1.0957122,-0.46792087,7.464493,41:37.8
0,11.413736,3.2029772,1.749452,-1.9381726,7.5949764,41:38.7
0,12.174184,3.7948318,1.8010789,-2.295559,7.9062786,41:39.8
0,12.729898,4.232251,2.2048388,-2.2612774,7.8643303,41:40.8
0,12.362054,4.272053,2.3604646,-1.6125911,7.828102,41:41.8
0,12.1739025,4.4918394,1.8429756,-0.27289647,7.74204,41:42.8
0,12.242121,4.186863,1.5936211,-1.1378795,7.2301173,41:43.8
0,12.449003,4.770524,2.0423124,-0.28143635,7.6961083,41:44.7
0,11.793001,4.5777707,2.2772179,0.29425168,7.5876265,41:45.7
0,11.580886,4.81898,1.7070576,0.48629037,8.755513,41:46.7
0,10.931793,4.6526375,1.884005,0.9863616,9.175483,41:47.8
2,7.4235687,4.4016967,2.8198988,1.9445978,8.717577,42:45.5
2,6.851508,4.3577585,2.5994363,0.9606293,8.434097,42:46.5
2,6.324828,3.9852972,2.1914496,1.6568139,7.938726,42:47.5
2,6.2128367,4.8370275,1.4702594,-0.31822696,8.171871,42:48.5
2,5.6487617,3.7425747,1.2352202,-0.5470241,8.054931,42:49.5
2,5.8571696,3.5841076,2.3142483,0.85936546,7.947086,42:50.5
2,5.117033,2.707958,1.5013509,0.4000929,8.043931,42:51.5
2,5.7191453,3.2942562,2.0336168,0.6854849,8.8288355,42:52.4
2,4.940145,1.7589655,1.3207899,0.5633126,8.629291,42:53.4
2,3.4322867,2.053907,-0.022367425,-2.665484,7.7458887,42:54.4
2,3.8001938,2.1336787,-0.4240977,-4.28967,7.1121616,42:55.4
2,2.5680041,1.4132854,-0.5352982,-5.062368,6.2955766,42:56.5
2,2.3155541,1.6890042,-1.4510415,-5.7477236,4.329564,42:57.5
2,2.361688,1.7737077,-1.2150619,-4.601621,4.6544547,42:58.4
2,2.8223088,1.3913137,-0.73600143,-4.1385717,5.4875617,42:59.4
2,3.218742,1.5040655,-0.21876994,-3.871804,6.6253057,43:00.4
2,3.5792725,1.900567,-0.23952843,-2.3859773,7.3762345,43:01.5
2,2.4704506,1.8723719,0.37200642,1.5529778,8.593249,43:02.4
2,2.3319116,1.8688148,0.1839317,2.030754,7.9681983,43:03.3
2,4.9884367,2.148747,0.6911868,3.155207,7.9452763,43:04.4
2,6.137189,2.68602,1.4343588,4.5378036,9.450154,43:05.4
2,6.316461,3.0771744,2.6057396,4.0742245,9.633674,43:06.4
2,6.6969185,3.003356,2.6497285,3.3545043,9.568778,43:07.4
2,7.6144037,3.1210303,2.1191933,3.236126,9.932572,43:08.4
2,7.14329,3.236036,1.8860774,0.38887745,9.284463,43:09.4
2,6.070487,2.4908743,1.3850863,-0.10722391,8.257941,43:10.4
2,5.661336,1.982841,0.3358238,-1.4776182,7.4299974,43:11.4
2,5.9401855,2.1330588,0.6721253,-1.6030037,6.671078,43:12.3
2,4.064282,1.9388028,-0.022259299,-2.1095119,6.341012,43:13.3
2,3.7522678,1.8505812,-0.92311573,-1.1853265,6.1187735,43:14.3
2,2.7676253,1.50299,-0.9385248,-2.9135613,5.513869,43:15.4
2,3.1764355,2.1892095,-1.1621503,-2.4699976,5.5589666,43:16.5
2,2.017582,1.2966841,-1.4001878,-3.0569098,5.998482,43:17.4
2,1.9989771,1.9041115,-0.68101144,-4.432651,5.4844728,43:18.4
2,3.534099,2.4764552,-0.0275234,0.38507688,6.587272,43:19.3
2,5.2344265,3.0654032,0.5844871,1.6409403,8.759968,43:20.3
2,5.3188086,3.218912,0.9401693,2.5358846,8.795294,43:21.4
2,5.4369025,2.7169945,0.6316765,3.9852748,9.599315,43:22.3
2,5.914218,4.4279685,1.2843347,5.4290166,10.304097,43:23.4
2,6.02186,3.9731293,0.92690456,4.1714296,9.648619,43:24.3
2,5.2417784,3.8283076,1.467004,4.2565866,10.178516,43:25.4
2,6.356923,3.5546796,0.9384116,2.9175248,9.329702,43:26.3
2,5.6824718,2.651661,0.59210736,-0.14750639,8.000526,43:27.3
2,5.810753,2.7513347,0.61507833,-3.10745,7.159047,43:28.4
2,3.5336862,2.9168847,-0.0406993,-4.0129104,3.9822237,43:29.3
2,2.8384156,2.9209738,-0.23349568,-3.3451476,4.8099017,43:30.3
2,1.7230396,2.2157454,-0.7519379,-3.4150434,5.0657363,43:31.3
2,2.6300986,2.2139912,-0.3124626,-3.8145573,5.4182525,43:32.3
2,2.3529344,1.4338728,-0.7708143,-4.7547855,5.1455474,43:33.4
2,2.3183966,0.96054804,-1.4535667,-4.0567293,5.616038,43:34.3
2,2.8409438,1.4576783,-1.4104439,-5.237851,5.5074763,43:35.3
2,2.8282793,1.7328603,-1.0545964,-5.2033677,5.2353053,43:36.3
2,2.458507,1.7191806,-1.064276,-4.235227,6.2449207,43:37.3
2,3.8355663,2.6727717,-0.13728693,-3.2721984,6.131201,43:38.3
2,4.1928816,2.924385,1.0450332,-3.1476169,6.0070214,43:39.2
2,5.2404246,2.9161701,0.67619824,-0.90445435,8.245365,43:40.3
2,4.844598,2.7660348,0.84888285,-0.5142694,7.579911,43:41.2
2,4.7517233,2.6152186,0.3566733,-0.8380046,6.6187806,43:42.2
2,5.5350294,2.9586549,-0.76825464,-0.7943791,7.7338843,43:43.3
2,6.324108,3.2649102,-0.30357036,-0.91673195,8.227765,43:44.3
2,6.755346,2.4979718,-0.31839353,-0.13980356,9.040104,43:45.2
2,7.8840547,2.7361422,0.20039275,0.11548078,9.70764,43:46.2
2,7.9723177,3.7713215,0.18376516,-0.39125687,9.564312,43:47.2
2,8.00158,3.339758,0.8715881,0.74666,9.640356,43:48.2
2,7.21615,2.8842306,0.34366906,-0.78049135,7.4495215,43:49.2
2,6.8104043,2.787425,0.10364831,-2.0340934,5.990379,43:50.2
2,5.716666,2.9466171,-0.365386,-2.2178216,5.715049,43:51.2
2,3.96727,1.2108634,-2.0981789,-2.117454,3.8463714,43:52.2
2,2.984492,1.0663168,-2.4672728,-5.189698,4.690172,43:53.2
2,2.719724,0.55116355,-2.4800944,-3.7182908,5.0021214,43:54.3
2,2.203818,0.30819103,-2.4073768,-3.7728965,5.726324,43:55.2
2,1.8788435,0.87746626,-2.071097,-3.3943703,5.728114,43:56.1
2,1.2452967,1.2342141,-1.3506707,-1.3596642,7.03709,43:57.1
2,3.4160686,1.6702985,-1.225756,-1.6540779,7.0872183,43:58.1
2,7.3270226,5.0747266,0.4479165,-0.22977802,8.616891,43:59.1
2,7.6474586,5.2744765,0.95213,1.2509534,9.583963,44:00.1
2,8.237973,5.229922,0.9665315,0.84705704,9.814845,44:01.2
2,8.090975,5.527728,0.98359597,0.83555424,8.904649,44:02.1
2,5.992643,4.681591,1.2659956,0.835211,9.117062,44:03.1
2,4.3907804,3.300302,0.86486185,0.4902843,8.6382265,44:04.1
2,5.6626186,3.103752,1.5704681,-0.08435657,8.755936,44:05.2
2,6.611907,4.0818133,1.9245282,0.25955495,9.211499,44:06.2
2,7.0740294,3.7521532,1.6993728,1.509401,9.77819,44:07.2
2,7.1309433,3.3632398,0.7003534,2.226128,9.405952,44:08.1
0,5.3490868,4.476806,2.764698,6.0840416,10.768173,44:47.9
0,8.301793,5.03573,1.539097,4.7703977,10.751108,44:48.9
0,11.420382,5.3772783,1.7258937,4.746402,10.198618,44:50.0
0,13.108864,5.780391,1.2772126,5.4878955,9.8638,44:50.9
0,14.247099,6.417391,2.0573473,5.9563494,11.192673,44:52.0
0,14.443804,6.6287985,1.9896541,5.7387443,10.928658,44:52.8
0,13.748621,5.296245,1.9303795,6.8351583,11.507189,44:53.8
0,13.27961,4.9826956,1.9515243,7.5044465,10.672996,44:54.8
0,12.519413,5.222756,1.6383731,6.5592146,9.671133,44:55.8
0,11.356696,4.5255365,1.526234,5.8860993,10.569827,44:56.9
0,11.921772,3.9919784,2.2330713,4.4951735,10.215744,44:57.8
0,12.460258,3.6710694,2.6872516,2.3771617,10.525716,44:58.9
0,12.189974,3.7570822,2.505151,0.057774376,10.448582,44:59.8
2,5.9777956,4.6389475,3.3720305,-1.3608152,6.5468473,59:23.8
2,5.6960287,3.485721,2.2784097,-3.427459,6.4272833,59:24.9
2,5.3550024,3.3931448,1.6942726,-3.8756034,6.801936,59:26.0
2,4.9131775,3.3774583,2.0691996,-2.221929,7.0231085,59:26.9
2,4.4756346,3.4741092,2.2811818,-1.6356589,7.571838,59:27.9
2,4.833936,3.3466446,2.146172,2.9329934,7.6960726,59:28.9
2,4.218568,3.3152537,2.330459,2.7053082,7.552571,59:29.9
2,3.3770633,2.677083,2.3011856,2.491552,7.9502854,59:30.8
2,3.3344414,2.1946251,2.1868358,1.9412463,8.781217,59:31.8
2,3.0067687,3.3698804,2.1028671,-1.2555685,9.529406,59:32.9
1,2.356431,0.6021199,0.96156245,-0.39617437,5.7795973,59:37.9
1,2.2654786,0.882092,0.8579054,-0.8797143,4.6295395,59:38.8
1,2.4821117,0.66345865,0.39232537,-5.710194,4.822937,59:40.0
1,2.79316,1.2570043,-0.7543904,-8.65973,4.3249874,59:40.8
0,4.6977224,3.5563135,1.1227784,4.060342,9.998829,59:46.9
0,5.8652916,3.9095383,1.1922928,3.8396144,9.662975,59:47.8
0,9.985222,3.8080235,0.801156,3.6871383,9.088381,59:48.8
0,12.372844,2.9751701,0.80862767,0.007629943,7.640079,59:49.8
0,12.801381,2.5389655,-0.004294999,-1.8773264,9.018911,59:50.8
0,13.010249,3.2996073,0.42804572,-0.5985395,9.320298,59:51.8
0,12.273809,3.5511193,0.7055138,1.4393061,9.479436,59:52.8
0,11.417064,4.0481305,0.28385565,1.7794075,9.057302,59:53.8
0,11.386283,3.9702504,0.20443179,2.0748165,8.800021,59:54.8
0,11.833728,3.7606933,0.8544838,2.589513,9.520113,59:55.7
0,12.387951,3.3143587,0.8051979,0.8263444,10.812277,59:56.8
0,12.608415,3.3346128,0.9467299,3.2033157,11.776927,59:57.7
0,12.923123,2.8873844,1.0999616,3.8952012,11.593086,59:58.7
0,3.781789,2.1601226,-0.41960922,0.7801289,7.328602,00:08.7
0,7.669117,2.262293,0.38358146,0.5137189,6.6466284,00:09.7
0,9.750277,2.1352038,0.6778758,0.7533557,7.1857696,00:10.7
0,11.392287,3.2897642,1.5917331,1.2881957,8.034459,00:11.7
0,11.701974,4.0496745,2.2223237,0.6246172,9.028087,00:12.7
0,12.241673,4.124268,1.7920909,0.2658378,8.711881,00:13.7
0,12.956149,4.136837,1.7791362,1.5796108,9.399286,00:14.8
0,12.920764,3.4322586,1.8380586,1.2394325,8.825452,00:15.8
0,13.0047245,3.0613277,2.2086155,2.1311958,8.878514,00:16.7
0,13.267479,3.0851843,2.304795,2.618018,8.678066,00:17.6
0,12.407026,2.9613736,1.8447165,2.0223255,9.461651,00:18.6
0,12.40657,3.2813072,2.298969,2.4112256,10.25267,00:19.7
0,11.548013,4.034247,2.1951709,3.5359273,10.183555,00:20.6
0,1.4159184,0.64547443,-2.0611353,-2.4437625,5.9352503,00:28.6
0,5.6696973,2.9517424,-0.52513146,-1.7550509,6.898615,00:29.7
0,9.500346,3.8909724,0.340495,-1.8390366,8.018279,00:30.6
0,10.871896,3.8553903,1.4315659,-3.3673298,8.48338,00:31.6
0,12.631956,4.788882,2.351771,-2.8354583,9.381705,00:32.6
0,13.274823,4.1586494,2.7584145,0.053166606,10.042661,00:33.6
0,13.207631,4.014256,2.9565349,2.2447867,11.43055,00:34.6
0,13.447222,3.497472,3.1888342,3.4251144,11.250025,00:35.7
0,12.553994,4.064563,2.7043252,3.6572845,10.458404,00:36.6
0,12.42964,3.4603832,2.729705,3.22826,10.636532,00:37.6
0,13.155182,3.4741192,2.2894402,3.239328,10.564788,00:38.6
0,12.967302,3.5794451,2.5213313,3.8608086,10.359191,00:39.6
0,13.8964815,3.816019,2.577949,3.544012,11.288039,00:40.7
0,8.162604,1.7634935,0.52805936,1.146748,9.251887,00:54.5
0,10.2392435,2.6856127,0.99991596,1.1767912,8.213705,00:55.5
0,9.619284,3.3294778,0.9444567,-1.1578648,6.3480453,00:56.5
0,9.885482,3.2693768,1.3569553,-3.9194102,7.2811265,00:57.5
0,11.960292,4.985093,1.6140536,-2.5278468,7.0524526,00:58.4
0,12.032328,4.961014,2.3444643,-0.104935244,8.009733,00:59.6
0,12.963148,4.67352,2.172,0.7940042,9.52125,01:00.5
0,12.620352,4.726869,1.8880365,2.6893265,9.891704,01:01.4
0,12.227742,4.765317,2.0490358,3.0764432,9.649185,01:02.5
0,11.685823,4.94488,2.8146632,4.6953583,10.088544,01:03.5
0,11.325418,5.423954,2.8195596,4.4139223,9.961149,01:04.4
0,10.703296,5.4477963,2.480666,3.8232281,8.984895,01:05.5
0,10.386952,5.3906455,2.5010502,4.105779,9.840408,01:06.5
2,7.881507,3.7602174,2.531898,3.2079854,11.4031725,01:13.3
2,6.1189976,3.5342731,2.4002953,0.76332206,9.454509,01:14.4
2,6.219558,3.4628282,2.0946584,-0.2884708,8.0068445,01:15.3
2,6.1550756,3.2693076,1.2872369,0.21371067,10.110909,01:16.3
2,3.8009372,1.9568876,-0.2786724,-1.2887154,8.471073,01:17.3
2,3.886917,2.2084286,-0.085212655,-2.6718283,9.010375,01:18.4
2,4.25278,2.6394694,0.18790334,-2.514732,9.180402,01:19.3
2,4.706005,2.3663077,0.5097641,-0.93296087,8.661186,01:20.3
2,4.284422,2.1859653,0.60956854,-0.87007064,9.359409,01:21.3
2,3.1503203,1.9680145,0.45891702,-0.33963665,9.812074,01:22.3
2,2.911407,0.9105807,0.30759785,-0.49325657,9.212924,01:23.3
2,3.1240287,1.4383292,-0.050364245,-1.2549709,9.567709,01:24.3
2,3.8297172,1.4508103,-0.5403423,-2.1661484,9.377652,01:25.3
2,3.9464455,1.7625246,-0.36504573,-2.9576955,8.416446,01:26.3
2,4.7616158,2.8018563,-0.6492248,-1.9199154,7.256424,01:27.4
2,4.140943,2.6770434,-0.89678574,-0.8113081,8.220827,01:28.4
2,3.463775,1.8026979,-0.047625594,-1.009339,7.647663,01:29.3
2,3.2854073,2.0409832,-0.38029808,-0.9007389,7.685465,01:30.3
2,3.7960572,2.1806355,-0.8165503,-1.6085838,7.1836715,01:31.3
2,4.2708154,2.6245449,0.003491096,2.3994823,8.3720045,01:32.3
2,5.084698,2.6455588,-0.4274504,3.9290986,8.207643,01:33.3
0,3.93591,1.278016,-0.6051149,0.4233409,8.151585,01:39.4
0,7.568255,1.9987546,-0.26933175,-3.3062267,6.9075007,01:40.3
0,10.150277,2.8273625,0.5325069,-1.7418121,7.95989,01:41.3
0,11.764754,3.4727979,0.94832504,-1.837532,7.8293877,01:42.3
0,12.123505,3.469632,2.2021234,-0.4941883,9.794565,01:43.3
0,12.153114,3.424574,2.2616289,1.2967696,10.598616,01:44.2
0,11.454623,3.6942058,2.8744226,0.25691563,9.868157,01:45.3
0,10.482378,3.552388,2.9855053,2.7255855,9.485509,01:46.3
0,11.142287,4.0012817,2.8618534,3.275123,9.195597,01:47.4
0,11.687638,4.1426687,2.2857547,2.6225777,9.396296,01:48.2
0,11.5083275,3.9040828,1.6178538,2.5413454,9.453877,01:49.3
0,11.525845,4.0396605,1.5714849,2.0911288,9.609234,01:50.3
0,10.483732,3.508022,1.2407206,0.18064082,9.572383,01:51.2
0,1.4461217,2.278691,0.3213201,0.9894756,8.216534,02:06.2
0,1.7248106,2.5459366,0.3508138,1.0024052,8.886923,02:07.2
0,8.797897,2.8546095,0.841745,1.0294002,9.314579,02:08.1
0,10.742403,2.7934778,1.6494808,-3.0952098,7.0060687,02:09.2
0,11.953886,2.7785819,1.8437288,-3.3582165,8.338676,02:10.1
0,12.454046,4.3619237,2.4143777,-1.7563965,8.11103,02:11.2
0,11.106286,4.492868,2.327427,0.322567,8.847515,02:12.2
0,11.215136,4.7894893,2.1692665,0.30991176,8.740631,02:13.1
0,11.633047,4.550923,2.537465,1.616895,8.66659,02:14.3
0,12.045424,4.2815986,3.2416334,1.0277021,8.24069,02:15.1
0,11.621302,3.76067,3.849114,1.4842703,9.924549,02:16.1
0,11.164718,3.301957,4.330149,2.1148517,9.3156185,02:17.1
0,10.118576,3.2417328,3.949248,3.9767315,9.217005,02:18.1
0,10.566561,3.177384,4.0306253,4.120358,9.62614,02:19.2
2,4.6451483,3.122771,1.5397689,2.439389,6.9989214,02:35.1
2,3.794684,2.199057,0.24278452,1.854194,7.7137876,02:36.1
2,3.7029424,2.5588408,-0.33422655,0.90236485,6.933757,02:37.1
2,3.645677,1.2714493,-1.0334213,0.09226874,5.7635894,02:38.2
2,3.9114342,1.6172757,-0.9280547,-0.53077906,6.29379,02:39.0
2,4.731935,0.869937,-0.6776073,-0.17815642,6.6199965,02:40.1
2,5.2446094,1.2245704,-0.7091714,-0.6555307,6.233635,02:41.0
2,3.8699481,0.2568684,-1.4985206,-2.0097766,6.850404,02:42.0
2,2.9352474,0.126725,-2.6035001,-1.1540521,8.351233,02:43.0
2,2.425321,0.97327447,-2.450843,-2.5896041,8.464255,02:44.0
2,4.000513,1.9250468,-0.62300557,-0.51665986,9.454518,02:45.1
2,5.603618,3.0542455,0.28948662,0.71729887,9.275113,02:46.2
2,5.7954593,3.0667448,0.69531906,1.1499841,8.527344,02:47.0
2,5.9071217,2.5089722,1.1138101,1.5519929,8.32645,02:48.0
2,6.199601,2.0372672,0.32830468,2.3980117,8.877715,02:49.0
2,5.4789896,1.4593854,-0.12867995,1.8141884,8.410262,02:50.0
2,5.463317,1.5471098,-1.4451299,1.0667098,8.39458,02:51.0
2,4.8842654,1.872742,-2.59855,0.36368105,7.875501,02:52.1
2,3.2298303,2.3597615,-1.944181,-0.49724188,6.818318,02:53.0
2,2.391973,2.292194,-2.2613912,-3.200122,6.470622,02:54.0
2,4.7580557,3.1256926,-0.9141224,-4.1981006,6.827404,02:54.9
2,4.5356016,3.9537332,-0.12916951,-3.2487671,5.210531,02:55.9
2,4.377951,3.4131484,0.12953286,-2.486566,5.4646635,02:56.9
2,4.6485014,2.8644552,0.0924072,-0.45979285,6.0031614,02:57.9
2,3.6786652,2.7786036,0.19913217,0.3583294,6.3546033,02:59.0
2,2.9196744,2.6468034,0.5871077,0.4165798,6.6393757,03:00.0
2,3.4069247,2.6910875,1.0580459,1.0297254,7.3171806,03:01.0
2,3.5222633,2.5092764,0.8570739,0.9172661,7.494689,03:02.0
2,2.5151403,1.8675493,0.10644672,-0.4577462,6.9215474,03:03.0
2,3.5250201,1.9499446,-0.96053606,-0.5014913,7.482616,03:03.9
2,3.9215016,0.9599183,-2.7264802,-0.805426,7.7818866,03:05.0
2,4.891072,1.2524521,-1.7221719,-2.1948378,8.716965,03:06.0
2,5.0998306,1.9569689,-0.9493234,-2.4351876,8.62522,03:07.0
2,4.6041975,2.4988785,-0.82067275,-2.5313916,9.506711,03:07.9
2,4.2383676,2.7818177,-0.67032516,-2.7883258,9.156612,03:08.9
2,4.01134,2.068224,-1.3070244,-3.1850026,8.653674,03:09.9
2,3.724141,2.469645,-0.7799354,0.08303988,9.346352,03:10.9
2,3.9844925,1.1803157,-1.1113178,0.23260903,8.934988,03:12.0
2,4.107953,1.6401469,-1.5197212,0.6390151,7.6836324,03:12.9
2,4.094666,1.8647494,-0.1264755,1.0242867,8.662481,03:13.9
2,3.211207,0.8131063,-1.1004531,-1.1938767,7.7181087,03:14.9
2,3.6325517,0.9404694,-1.60216,0.7350734,7.4775195,03:15.9
2,3.512886,1.1865449,-1.2869222,0.11254001,7.2783666,03:16.9
2,2.1757224,0.39921674,-1.3962376,-0.23573747,5.5990276,03:17.9
2,1.0637882,0.14948267,-3.8162725,-0.17369136,4.725352,03:18.9
2,2.8931346,1.191082,-2.4120736,1.2188668,6.820642,03:19.8
2,3.8617249,1.6337757,-1.8080196,1.202646,9.329421,03:20.9
2,3.9306583,2.1533976,-1.0965464,2.458034,9.678047,03:21.9
2,4.766031,2.2123897,-0.63595784,2.9117322,10.462938,03:22.9
2,5.6352186,2.0558286,-0.29356468,2.380552,10.399395,03:23.9
2,4.7745357,2.3168178,-0.37790522,1.0954697,8.902021,03:24.8
2,4.4068847,2.4551811,-1.1974137,0.79366475,7.646984,03:25.8
2,3.7272334,1.7558072,-1.7807956,-0.4488739,6.6254716,03:26.9
2,1.5216166,0.5714024,-3.154876,-0.41400608,3.880913,03:27.8
2,1.366822,1.9428525,-2.5725389,2.3669822,5.847932,03:28.8
2,2.0876055,1.7787398,-3.5555692,2.6503801,6.3828626,03:29.8
2,3.8659241,1.784403,-3.0992637,2.45563,7.856951,03:30.8
2,4.774856,2.8866978,-1.4219823,2.413536,9.58495,03:31.8
2,5.407357,3.1497185,-0.46430787,2.0518575,9.150901,03:32.8
2,6.1276,2.28623,-0.8889571,-1.7353485,8.480998,03:33.8
2,6.8642974,3.398392,-0.38657463,-2.1028256,8.395748,03:34.8
2,7.254058,3.8936386,-0.2759438,0.6896494,8.139682,03:35.8
2,6.330885,3.3741117,-0.75332546,0.999975,7.986369,03:36.8
2,6.1571927,3.367081,-0.02918881,3.3762455,9.847409,03:37.8
2,6.3358064,3.4261124,0.22720714,3.7629464,10.630544,03:38.8
2,5.0496473,2.7726882,-0.32051712,2.991818,10.256176,03:39.8
2,5.600418,2.921113,-0.26385126,2.7643504,9.598287,03:40.8
2,5.4491935,1.8978238,-1.2328478,0.6426104,8.20846,03:41.8
2,5.9126196,1.8247278,-0.7253166,0.055137563,7.8399067,03:42.8
2,5.196851,1.563714,-0.89812917,-0.89160043,7.680762,03:43.8
2,4.9861717,1.2087414,-1.3673587,-1.079225,7.0082474,03:44.7
2,3.1767695,0.2741451,-1.7177618,-1.1434374,7.3743534,03:45.7
2,3.4399738,0.20742352,-2.2438443,-0.82663995,7.3638825,03:46.8
2,3.2139792,-0.23788643,-2.8404303,-1.0768757,6.316765,03:47.9
2,3.8200111,0.5800421,-2.3728435,-1.1554568,6.483516,03:48.6
2,3.5338597,1.1059009,-1.4633735,-0.33649245,7.9117985,03:49.7
2,3.9603527,1.5568959,-1.5655963,-2.0889869,7.82787,03:50.7
2,3.3072014,1.2289828,-1.5491068,-1.6203533,8.019102,03:51.7
2,3.2221432,0.98680294,-1.19362,-1.3146886,7.2071037,03:52.7
2,3.3949904,1.194046,-1.5098861,-1.9617872,5.9832134,03:53.8
2,4.2456007,0.84108204,-2.5269568,-3.0033622,6.2009864,03:54.7
2,5.129269,0.6384196,-2.5042293,-2.3671298,5.9577065,03:55.8
2,6.156276,0.8892284,-1.2582035,-2.104892,7.705941,03:56.7
2,6.748109,1.5390269,-1.0989528,-2.0866294,8.119846,03:57.7
2,6.346713,1.3861985,-0.71373165,-3.7639263,7.405962,03:58.7
2,5.966238,1.7299881,-0.5360037,-4.553603,7.492496,03:59.6
2,4.8735228,1.7287353,-1.3861201,-1.6905053,6.5780554,04:00.7
2,5.7101827,2.2238584,-0.8045924,0.2113835,7.6048117,04:01.6
2,6.310981,2.2483318,-0.05545322,2.576928,8.844975,04:02.7
1,2.3396611,-0.85055864,-3.4012294,-1.977741,8.546642,04:11.7
1,1.7360948,-0.9347252,-3.454075,-2.0600517,8.834003,04:12.6
1,2.914626,0.2858016,-2.501803,2.326489,9.504378,04:13.6
1,2.3804755,0.21840444,-2.634216,2.80365,9.1311655,04:14.6
1,1.989579,0.87055576,-2.2643256,-2.240395,9.166907,04:39.5
1,2.2829487,1.0495789,-1.2959373,-2.149555,8.346926,04:40.5
1,1.921732,1.1206443,-1.7113112,-4.095233,7.9910755,04:41.5
1,3.196023,0.8115714,-1.8922144,-4.623469,7.647911,04:42.5
1,3.3669026,0.8810908,-1.4384534,-0.098841354,8.497323,05:15.4
1,3.1058674,0.59276414,-1.9249531,-2.2301826,8.0396185,05:16.4
1,3.1463313,1.0755697,-2.2238777,-1.3915799,7.529579,05:17.4
1,2.577773,1.3968035,-2.7212563,-3.6341891,4.0079203,05:18.4
1,2.9304416,0.69306046,-3.0592525,-2.4449272,5.7481475,05:35.3
1,0.7153455,0.005639724,-2.0688534,-1.4216682,5.954985,05:36.3
1,0.61649454,0.11218061,-1.6185342,-2.364939,5.40406,05:37.2
1,2.1610837,0.3553412,-1.0263088,-2.6634746,5.6649404,05:38.3
2,5.3762064,2.8279774,-0.4209553,-0.4355968,7.488284,05:57.2
2,5.043886,2.1832561,0.3115357,0.21967468,8.960976,05:58.2
2,4.6119256,1.7525527,-0.13686897,-0.097885214,9.019251,05:59.2
2,5.7752886,2.0049107,0.2562658,1.5677035,10.107281,06:00.2
2,5.9685664,1.3974718,-0.23152405,2.9088216,9.945163,06:01.1
2,5.184554,1.9586213,-1.2268895,2.4825559,8.634698,06:02.2
